val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.024861454963684,0.6911764740943909,0,3,,,,,,
,,0,3,1.044196367263794,0.6470588445663452,,,,
0.9527787566184998,0.6764705777168274,1,7,,,,,,
,,1,7,0.9969329833984375,0.7058823704719543,,,,
0.8888503909111023,0.6764705777168274,2,11,,,,,,
,,2,11,0.8710072636604309,0.7132353186607361,,,,
0.9158692359924316,0.6764705777168274,3,15,,,,,,
,,3,15,0.7738843560218811,0.7058823704719543,,,,
0.9996587038040161,0.6764705777168274,4,19,,,,,,
,,4,19,0.7232621312141418,0.7132353186607361,,,,
1.0261399745941162,0.6764705777168274,5,23,,,,,,
,,5,23,0.7298146486282349,0.6985294222831726,,,,
1.0083733797073364,0.6764705777168274,6,27,,,,,,
,,6,27,0.6098673343658447,0.7426470518112183,,,,
0.9970554113388062,0.6764705777168274,7,31,,,,,,
,,7,31,0.5767413973808289,0.7426470518112183,,,,
1.0232901573181152,0.6764705777168274,8,35,,,,,,
,,8,35,0.528544545173645,0.7352941036224365,,,,
1.1009386777877808,0.6764705777168274,9,39,,,,,,
,,9,39,0.508661687374115,0.75,,,,
1.1227986812591553,0.6911764740943909,10,43,,,,,,
,,10,43,0.4492460787296295,0.7720588445663452,,,,
1.103296160697937,0.7352941036224365,11,47,,,,,,
,,11,47,0.36826348304748535,0.8382353186607361,,,,
,,12,49,,,0.292511522769928,0.8823529481887817,,
1.1990578174591064,0.7647058963775635,12,51,,,,,,
,,12,51,0.3279452621936798,0.875,,,,
1.2934659719467163,0.7647058963775635,13,55,,,,,,
,,13,55,0.3018372654914856,0.845588207244873,,,,
1.4365485906600952,0.7647058963775635,14,59,,,,,,
,,14,59,0.22627484798431396,0.8897058963775635,,,,
1.6229420900344849,0.7647058963775635,15,63,,,,,,
,,15,63,0.18533846735954285,0.904411792755127,,,,
1.7520040273666382,0.75,16,67,,,,,,
,,16,67,0.14493227005004883,0.9558823704719543,,,,
2.011047124862671,0.75,17,71,,,,,,
,,17,71,0.12239471822977066,0.9632353186607361,,,,
2.3004326820373535,0.75,18,75,,,,,,
,,18,75,0.08940767496824265,0.9779411554336548,,,,
2.5501174926757812,0.7647058963775635,19,79,,,,,,
,,19,79,0.05930951237678528,0.9926470518112183,,,,
,,20,80,,,,,1.5768539905548096,0.6804123520851135
