val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.0490045547485352,0.6911764740943909,0,3,,,,,,
,,0,3,1.0686005353927612,0.529411792755127,,,,
1.0202654600143433,0.6764705777168274,1,7,,,,,,
,,1,7,1.0289860963821411,0.7352941036224365,,,,
0.9769859313964844,0.6764705777168274,2,11,,,,,,
,,2,11,0.9916045069694519,0.720588207244873,,,,
0.9286970496177673,0.6764705777168274,3,15,,,,,,
,,3,15,0.9318191409111023,0.7279411554336548,,,,
0.8920990228652954,0.6764705777168274,4,19,,,,,,
,,4,19,0.871712863445282,0.720588207244873,,,,
0.8899176120758057,0.6764705777168274,5,23,,,,,,
,,5,23,0.8191637396812439,0.7058823704719543,,,,
0.9265313744544983,0.6764705777168274,6,27,,,,,,
,,6,27,0.769890308380127,0.6985294222831726,,,,
0.9742339849472046,0.6764705777168274,7,31,,,,,,
,,7,31,0.7219071984291077,0.7132353186607361,,,,
0.9874412417411804,0.6764705777168274,8,35,,,,,,
,,8,35,0.7117292881011963,0.720588207244873,,,,
0.9877153038978577,0.6764705777168274,9,39,,,,,,
,,9,39,0.6815720796585083,0.7058823704719543,,,,
0.9792115688323975,0.6764705777168274,10,43,,,,,,
,,10,43,0.6332879066467285,0.720588207244873,,,,
0.9575983881950378,0.6764705777168274,11,47,,,,,,
,,11,47,0.6578904390335083,0.6838235259056091,,,,
,,12,49,,,0.4192524552345276,0.8529411554336548,,
0.9725031852722168,0.6764705777168274,12,51,,,,,,
,,12,51,0.5884914398193359,0.720588207244873,,,,
0.9895075559616089,0.6764705777168274,13,55,,,,,,
,,13,55,0.5418373346328735,0.7352941036224365,,,,
1.028355598449707,0.6764705777168274,14,59,,,,,,
,,14,59,0.5192016363143921,0.7352941036224365,,,,
1.0245946645736694,0.6764705777168274,15,63,,,,,,
,,15,63,0.47336724400520325,0.75,,,,
1.021560788154602,0.720588207244873,16,67,,,,,,
,,16,67,0.434693306684494,0.8088235259056091,,,,
1.1124550104141235,0.7058823704719543,17,71,,,,,,
,,17,71,0.3502020835876465,0.875,,,,
1.1701934337615967,0.720588207244873,18,75,,,,,,
,,18,75,0.34941089153289795,0.845588207244873,,,,
1.206677794456482,0.7647058963775635,19,79,,,,,,
,,19,79,0.3018489480018616,0.875,,,,
,,20,80,,,,,0.9322264194488525,0.7113401889801025
